	User	Location	Tweet	Date/Time of Tweet
756	laidley_l	New England 	"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:29:54
757	lizettewatson2		RT @BethanyinCBR: Apparently wanting to protect agricultural land and food security makes us guilty of “knee jerk xenophobic bullshit”.  I’…	2020-03-02 03:29:54
758	Msdreaababy	Miami, FL	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:29:53
759	Viola1500		RT @BBCNews: Hundreds call for organisers of Greta Thunberg climate change rally to pay for damage caused to green space https://t.co/0mAlY…	2020-03-02 03:29:51
760	nayshalasalle	Jonesboro, GA	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:29:51
761	TerryTinAlberta	Sylvan Lake, Alberta	"Steven Guibault minister of Canadian Heritage. Not my Canada!
Traitor or 'radical pragmatist'? Environmentalist fig… https://t.co/V1ul9EoUsH"	2020-03-02 03:29:46
762	JacobHglund1	Uppsala, Sweden	RT @hopihoekstra: How can any respectable university (@MasseyUni) dismantle its thriving science program?? How will you educate the next ge…	2020-03-02 03:29:44
763	AnnaGarleff	Everywhere	That's how fast this is going ...British ski resort visited by 2million a year buckling due to climate change https://t.co/Q6gctMRfzx	2020-03-02 03:29:44
764	brendaguraj		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:29:39
765	bmcsteng		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:29:37
766	KilllerBee777	WV	"RT @StarvinLarry: ""As much of the USA experienced an abundance of the white stuff, CNN picked this as a good time to make an “end of snow”…"	2020-03-02 03:29:36
767	wk3o_	Warner Robins, GA	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:29:34
768	voteforkhari	atl. 	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:29:30
769	HeyDessieee	Albuquerque, NM	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:29:29
770	Kiki42823869		"RT @PaulEDawson: ""He is locking in permanent, irreversible damage to our environment through his irresponsible environmental policies,""

""O…"	2020-03-02 03:29:28
771	gee4oo		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:29:26
772	camislays_		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:29:24
773	YaBoyAdonisss	Philadelphia, PA	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:29:22
774	Armaaaaani	773 ✈ 702 🛬713	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:29:22
775	ccoulson01		"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:29:22
776	_adelisav		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:29:22
777	QtrMike	Charlottesville, VA	RT @WoobieTuesday: “You know Bernie? They say he’s getting up there. I’m 59 yo—he an old ass rapper yo! Know what? Ain’t about him. It’s ab…	2020-03-02 03:29:21
778	Foxxymoron2		RT @RgYoung00: Global warming, I mean Climate Change, back in 1911...	2020-03-02 03:29:19
779	CanadaSpeaksOut	Canada	@Wuhan_Clan @Michael04468459 @SPhilip18 @Charliekuss There’s a Liberal Crisis! https://t.co/kHHXgmUAQ6	2020-03-02 03:29:18
780	Sammlizz		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:29:18
781	progesista		"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:29:18
782	ricitosd_oro		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:29:18
783	audreymspolitic	Lake villa	RT @GretaThunberg: “The vast amounts of carbon stored in Congo basin’s peatland forests means they are of global importance in the fight ag…	2020-03-02 03:29:18
784	terradotdo		"RT @svickram: Finally - my first podcast - on pollution / climate change and how investments/innovation can solve this

big thanks to @bapn…"	2020-03-02 03:29:16
785	namsaeinwho		"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:29:13
786	Alycado_Toast	Fuck STEM, Yeehawville	"RT @jxeker: congratulations to everyone that completed the second month of 2020, in total you’ve survived:

- world war III threats
- a wor…"	2020-03-02 03:29:12
787	BanjoPat1	United States	"RT @blue_man_chu: Russia collusion: ""hoax""
Ukraine quid pro quo: ""hoax""
Climate Change: ""hoax""
Coronavirus: ""hoax""

Just like the boy who c…"	2020-03-02 03:29:12
788	Ohio_Buckeye_US	MBA Tulane U-Independent voter	"RT @NahBabyNah: Do you think they even realize the HYPOCRISY??

@BernieSanders gets on wrong private jet

‘Warriors against climate change’…"	2020-03-02 03:29:10
789	kanithak_	Kuala Lumpur, Malaysia	RT @NoExtinctions: New #research finds Loggerhead #seaturtle populations are becoming female-dominant as rising temperatures skew temperate…	2020-03-02 03:29:10
790	SilverDasher	Australia	RT @SwannyQLD: Morrison’s mates all think that climate change is a hoax so he parades as the reasonable guy in the middle gaslightlighting…	2020-03-02 03:29:09
791	akw0turtless		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:29:08
792	chittybang2x	Wisconsin, USA	"RT @HobbyLobbyUS: Scientists: dwindling insect numbers are proof of climate change!

Also scientists: let’s eat bugs for every meal!

God:…"	2020-03-02 03:29:07
793	sianlives	England, United Kingdom	RT @nadinebh_: For me to drive from London to Manchester and back it’ll cost me about £25-30 in petrol - to get a train it’s about £70/80 a…	2020-03-02 03:29:07
794	allan_crawshaw	Victoria, B.C.	"RT @csudholz: Climate change will likely lead to:
1. Food and water shortages
2. Pandemic disease
3. Disputes over refugees
4. Disputes ove…"	2020-03-02 03:29:05
795	S_Padival	Melbourne, Victoria	RT @ricfulop: My bet is that @elonmusk battery day talk will be about the impact Jeff Dahn  long life chemistry will have in enabling V2G.…	2020-03-02 03:29:02
796	SilverGoatee70	London, England	RT @pimlicat: Yorkshireman Bob Weighton, the oldest man in the world, lived through both world wars. He is a climate-change warrior, hates…	2020-03-02 03:29:01
797	marsthegemini	DMV	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:28:56
798	trendingasshole	San Diego	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:28:56
799	WendyTheRealtor	Northern California 	"RT @EcoWatch: Third runway for UK Heathrow airport canceled in big win for #environmental groups. ""It's time for developers [...]to be held…"	2020-03-02 03:28:55
800	coutureim		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:28:53
801	Mr__Hat_n_Clogs	Orange County, Ca	RT @davidsirota: I told this to @TomSteyer (who I think is a good guy) when he visited Denver a few years back, and I’m gonna say it again:…	2020-03-02 03:28:50
802	wenjoynimee	🇲🇽	RT @parksoouyng: umpah umpah is about climate change and i know this because they say “so so hot hot” referring to global warming and “feel…	2020-03-02 03:28:50
803	alpinejan		RT @p_hannam: (New from me): Summers are starting earlier, finishing later and winter is in retreat https://t.co/OJL6h9pmqQ via @smh #clima…	2020-03-02 03:28:46
804	1PaperboyKa	LA/NY	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:28:44
805	zaph77	Sacramento, CA	"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:28:43
806	ishtathuku		Knitters Chronicle Climate Change One Stitch at a Time https://t.co/7BJHcnVpqc	2020-03-02 03:28:38
807	DurieGarret		"#BernieBros why should I consider voting for @BernieSanders?

I would like to be convinced! As of right now I am le… https://t.co/tUu13bs5ia"	2020-03-02 03:28:38
808	Collaterly	USA	"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:28:36
809	hazel_laureen	Oregon, USA	RT @ORD2Indivisible: Don't stay quiet - call your legislators and tell them to get back to Salem on the double! #NoMoreCostlyWalkouts #Oreg…	2020-03-02 03:28:34
810	xnataliee_m		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:28:33
811	JTAgeography	Ajax, Ontario	RT @SeanSublette: One of the best illustrations I've seen of Milankovitch Cycles and their role in natural climate change. If you're not fa…	2020-03-02 03:28:33
812	georetrdAA		"RT @PaulEDawson: To those who say it's not possible...

“In the 1960s and 70s, Costa Rica had the highest per capita deforestation rate in…"	2020-03-02 03:28:29
813	redzenradish	Los Angeles, CA	RT @DanRather: I’ve often thought that in the future, threats to national security will come more from climate change and pathogens than mi…	2020-03-02 03:28:29
814	SeattleSwifties		"RT @jxeker: congratulations to everyone that completed the second month of 2020, in total you’ve survived:

- world war III threats
- a wor…"	2020-03-02 03:28:27
815	FeistyLibLady		"RT @idew2: Texas CD14 vote on 
March 3rd for Sanjanetta Barnes!

Her coastal community faces effects of climate change &amp; has been devastate…"	2020-03-02 03:28:26
816	EmmaWarrenWeir	Washington, DC	"RT @SenJackyRosen: We need to address climate change head-on. 

As a member of the bipartisan Senate Climate Solutions Caucus, I’m going to…"	2020-03-02 03:28:23
817	gabriella_echav	Looking for my cat	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:28:20
818	TrumpN4Maga	Texarkana, TX	"RT @nabsterishi2: @thomaschattwill And climate change...
#LiberalismIsAMentalDisorder https://t.co/MsnyK796ZI"	2020-03-02 03:28:19
819	imlaxindia	Bangaluru, India	RT @BillGates: People all over the world are already being affected by a warmer world. What should the plan to address climate change look…	2020-03-02 03:28:17
820	RAHQUISEBOWEN	NYC	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:28:14
821	ron50599566		RT @BBCNews: Hundreds call for organisers of Greta Thunberg climate change rally to pay for damage caused to green space https://t.co/0mAlY…	2020-03-02 03:28:12
822	graemegduncan		RT @citizensclimate: Yes, #climatechange has happened throughout earth's history, but as climate scientist @KHayhoe explains, the change we…	2020-03-02 03:28:11
823	Sandie882Sandie		RT @ZubyMusic: Am I the only person who is not remotely fearful of the coronavirus nor climate change?	2020-03-02 03:28:11
824	certifiedbrattt	A patio bar 	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:28:09
825	gcedenopr	Puerto Rico	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:28:09
826	mslovelysophiet	Somewhere 🕊	RT @SunShin16552846: @MEENAVOGUEE @mehdimbrk Loved the set until u said that they did that for climate change. The impact of the fashion in…	2020-03-02 03:28:08
827	johnsalmond	Australia	RT @climatecouncil: Since 1990, greenhouse gas emissions from the transport sector have gone up 64%, the largest percentage increase of any…	2020-03-02 03:28:05
828	bobbi2124	Utah, USA	RT @DanRather: I’ve often thought that in the future, threats to national security will come more from climate change and pathogens than mi…	2020-03-02 03:28:05
829	brianc150	Lowell, MA and Nashua,NH	@CNN hard to endorse anyone when your fighting climate change from your mansion on the ocean	2020-03-02 03:28:01
830	oivotco	Phoenix, AZ	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:58
831	AprilJoyWill		"RT @green4EMA: Climate change is a public health issue. According to TIME, ""as pathogens are exposed to gradually warmer temperatures in th…"	2020-03-02 03:27:57
832	danielaalduenda		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:54
833	wild_rosey	Alberta, 	RT @AndersonBooz: @jkenney Investor confidence went out the window when you summarily decided to cancel contracts. When you chose to ignore…	2020-03-02 03:27:54
834	leddeb420	California, USA	@MarshaBlackburn Climate change, Gun Violence, and White Nationalist are a much bigger danger. You refuse to act on them.	2020-03-02 03:27:53
835	AyoGGLourd		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:52
836	bmurree24	Indianapolis, IN	Russia, climate change, net neutrality, tax cuts, Russia again. All things over the past 3 years the Democrats said… https://t.co/2Ti1FgSznW	2020-03-02 03:27:49
837	Really_Willie	Driving down success lane 	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:48
838	HoneySlicked	Japan	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:47
839	TAfronaut		"RT @yesmagazine: It’s a lot for parents to think about. So here are some tips. 
https://t.co/7rACCGULqw"	2020-03-02 03:27:43
840	quezada_kevin	Manhattan, NY	This show is making me rethink my opinion on climate change. Maybe we should be wiped out.	2020-03-02 03:27:43
841	jacquibakerr		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:42
842	disanddatmedia		RT @BernieSanders: Thank you @TomSteyer for running a campaign to bring the crisis of climate change to the forefront of our national conve…	2020-03-02 03:27:41
843	1AB1_	Memphis, TN	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:40
844	climatestate	Planet Earth	What #Coronavirus Teaches Us About Climate Change https://t.co/MRERKJjD8t	2020-03-02 03:27:40
845	MikuKojitsu		"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:27:37
846	Jacinta_Barrins	Botswana	RT @UN_Botswana: An opportunity to submit project proposals that address ‘climate change mitigation and adaptation’ focal area. Check out @…	2020-03-02 03:27:36
847	Clka_Donut		The government’s of the world placed the corona virus in the most populated  continent that produces the most air p… https://t.co/QW9yYyysXY	2020-03-02 03:27:35
848	chrimony		"@physicianstran1 @ItFitz0866 @RebeccaH2020 @NadelParis ""scientists have stated it's true""

Please point to the scie… https://t.co/WxEJXbrNVL"	2020-03-02 03:27:34
849	AFROxKOBE		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:33
850	GoldenDaumer		@RatioScientiae @MccarronTed @MikeHudema Expensive power. Anthropogenic climate change is a religion not science	2020-03-02 03:27:31
851	neo_riche	pluto	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:31
852	chad_farrell	Burlington, VT	"RT @leahstokes: I started following the Democratic primary for one reason: I wanted to share ideas to tackle the climate crisis.

A year ag…"	2020-03-02 03:27:31
853	LeftGetAlong		@evankat @ProudResister Republicans will pick a real republican every time.  Biden is an incredibly risky nominee-… https://t.co/TfQImC0yVZ	2020-03-02 03:27:31
854	ReaganRoss7	Portland, OR	Moderates have gotten the working class very little; indeed, moderates have contributed to out-of-control wealth ac… https://t.co/dS4qYh7Ubj	2020-03-02 03:27:31
855	mconeone	Michigan	@SaraJoh05195047 @KharmAmastersA1 @StormIsUponUs They tried raising gas taxes to pay for climate change. Neither side will back down.	2020-03-02 03:27:30
856	nellyanne_	la alcaldía del perreo	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:30
857	JosephMcCartin	Washington, DC	Jeremy Brecker of @LN4S on the first U.S. union-authorized climate strike. @SEIU26 was not only representing its ow… https://t.co/5o58sFRNPT	2020-03-02 03:27:29
858	nototfgordon		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:29
859	lb_assuncao		RT @BillGates: People all over the world are already being affected by a warmer world. What should the plan to address climate change look…	2020-03-02 03:27:26
860	evorce2	Southern California	RT @stopadani: Australian summers are now 50% longer than they were mid-20th century. Coal is already cooking our country. To avoid the wor…	2020-03-02 03:27:26
861	Kathleen_benji		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:25
862	BeamMeUpScotee	Oregon, USA	@joshtpm I have often thought I was born in the most eventful time in human history. Man in space,  man on the Moon… https://t.co/HZpNNeW0jV	2020-03-02 03:27:25
863	ayyeeleeO_o	San Diego, CA	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:24
864	davidgrantlloyd		RT @Mark_Butler_MP: The change has occurred with just 1°C of global warming. @ScottMorrisonMP's inadequate climate policy puts us on track…	2020-03-02 03:27:23
865	rudpaula76		RT @SwannyQLD: Morrison’s mates all think that climate change is a hoax so he parades as the reasonable guy in the middle gaslightlighting…	2020-03-02 03:27:22
866	Sereneami	🍑 Eastside 	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:21
867	_Sooraj_Soman_	Bengaluru, India	RT @BillGates: People all over the world are already being affected by a warmer world. What should the plan to address climate change look…	2020-03-02 03:27:20
868	jassieajoc_		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:20
869	aishlingmara	Bad Wildbad, Deutschland	RT @BernieSanders: Thank you @TomSteyer for running a campaign to bring the crisis of climate change to the forefront of our national conve…	2020-03-02 03:27:18
870	N_S_Dolkart		@JuliusGoat @shauna_gm There was a remarkable amount of policy consensus among Democrats in 2008. On health care, c… https://t.co/OfkLKPRnZe	2020-03-02 03:27:17
871	krayraae	Albuquerque, NM	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:27:16
872	LydiaManuelSong	Worldwide	"RT @jxeker: congratulations to everyone that completed the second month of 2020, in total you’ve survived:

- world war III threats
- a wor…"	2020-03-02 03:27:15
873	DavidJasperr	Berwick, Pa	RT @davidsirota: I told this to @TomSteyer (who I think is a good guy) when he visited Denver a few years back, and I’m gonna say it again:…	2020-03-02 03:27:14
874	TomRiceJr	Oklahoma City, OK	"RT @BobRmhenry1: DWR says CA Bay Area not getting Februaryrains for the first time since 1864 is due to climate change......

Really? Was i…"	2020-03-02 03:27:11
875	thenewfury86	Minnesota, USA	RT @HumanistReport: We have a decade to take drastic action on climate change. Bernie has the momentum and your presence in the race is hur…	2020-03-02 03:27:11
876	RecoveredCons	Minnesota	RT @OurRevolution: “The wealthy have a clear incentive to make minor tweaks to the existing system instead of overhauling it to create a tr…	2020-03-02 03:27:10
877	4futureHope		"RT @ChrisMartzWX: ""We are all born ignorant, but one must work hard to remain stupid."" - Benjamin Franklin

Ice shoves are caused by strong…"	2020-03-02 03:27:09
878	calypso723	Denver, CO	There are children in cages. There are people who can’t afford their medication. Climate change may kill us all. Le… https://t.co/HdqlySnSWU	2020-03-02 03:27:04
879	calypso723	Denver, CO	As things shift let’s all remember that the differences between the Democratic candidates is NOTHING compared to th… https://t.co/9WGVt3t3La	2020-03-02 03:27:04
880	Ringopingo123		RT @AndersonBooz: @jkenney Investor confidence went out the window when you summarily decided to cancel contracts. When you chose to ignore…	2020-03-02 03:27:04
881	evesmail	London	"RT @PaulEDawson: To those who say it's not possible...

“In the 1960s and 70s, Costa Rica had the highest per capita deforestation rate in…"	2020-03-02 03:27:02
882	Prosperous1776	California, USA	"RT @Prosperous1776: Climate activists refuse to credit Trump as U․S. emissions decline https://t.co/Wv0swnyP2k via @washtimes

We must reme…"	2020-03-02 03:27:00
883	WormCasserole		@alexriesart @simonroyart Just like fascists appeal to say, the family, or honor and duty, etc., they will use the… https://t.co/jVqowjbjkC	2020-03-02 03:27:00
884	hansalucas		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:57
885	DrdaveAnddee	United States	RT @HumanistReport: We have a decade to take drastic action on climate change. Bernie has the momentum and your presence in the race is hur…	2020-03-02 03:26:56
886	Susan8Mcgrath		"RT @PunishDem1776: What do these events have in common?

1776
1871
Titanic
1913 (Fed)
Crash of 29
Civil war
WW1 and 2
PAPERCLIP
Mockingbird…"	2020-03-02 03:26:56
887	ThaboBluebird	Johannesburg, South Africa	We call this stage of life Global Warming &amp; climate change! Something scientists have been warning the world about… https://t.co/xGvUDVPu8J	2020-03-02 03:26:52
888	ericlindsay	Qld Australia	"RT @SustPopAus: ""If we add another 4 billion homo-sapiens to the 7.8 billion already on the planet, we should accept that our kids will liv…"	2020-03-02 03:26:51
889	DianaDiana101		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:49
890	LisyOrStg		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:48
891	Brian_Pelts	Oklahoma	@les_mull THANK YOU BASED CLIMATE CHANGE 🦵	2020-03-02 03:26:47
892	CarlPeecher		@TomSteyer Thank you Tom!  Keep climate change in the discussion please.	2020-03-02 03:26:47
893	TheFarPlaces	California	"RT @PaulEDawson: To those who say it's not possible...

“In the 1960s and 70s, Costa Rica had the highest per capita deforestation rate in…"	2020-03-02 03:26:47
894	henimsaj		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:47
895	roselauh		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:46
896	Krys8383		RT @HumanistReport: We have a decade to take drastic action on climate change. Bernie has the momentum and your presence in the race is hur…	2020-03-02 03:26:46
897	akemasyraf	Kuala Lumpur	RT @BillGates: People all over the world are already being affected by a warmer world. What should the plan to address climate change look…	2020-03-02 03:26:44
898	RaImanxo	Indianapolis, IN	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:42
899	blackskagit	Mount Vernon, WA /  Mazatlan	"RT @tokitaeII: Climate change is a ""hoax""
Russian interference in our election was a ""hoax""
Now the coronavirus is a ""hoax""
The real hoax i…"	2020-03-02 03:26:41
900	RastaFaFi		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:41
901	PrinceGeorgeK	Chennai, India	"Climate change could cost India's financial capital $920 billion 
By 2050, economic damage incurred by Mumbai from… https://t.co/h6BJGXzflr"	2020-03-02 03:26:37
902	blaijankisola	1 of 1 Content Creation Zone	RT @nadinebh_: For me to drive from London to Manchester and back it’ll cost me about £25-30 in petrol - to get a train it’s about £70/80 a…	2020-03-02 03:26:36
903	ethicalcourage	Los Ángeles, Chile	RT @ewarren: Climate change is an existential threat—but Wall Street is refusing to listen, let alone take real action. I've got a new plan…	2020-03-02 03:26:35
904	AdellCali		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:32
905	SoriaGustavito	Como el Humo de Maria NO puedo	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:30
906	TylerRana1		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:29
907	jonatthaannnn23	Santa Ana, CA	"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:26:29
908	ethicalcourage	Los Ángeles, Chile	"RT @FinGregg: Climate change is a clear threat to the stability of the financial system. 

@ewarren has a plan for that.

The policies offe…"	2020-03-02 03:26:29
909	adrianapb12	UWT	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:28
910	alaikhongmoong	ประเทศไทย	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:27
911	nvdjj	probably napping	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:27
912	JamalCreates	Orlando, FL	"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:26:26
913	shelfframe		RT @nadinebh_: For me to drive from London to Manchester and back it’ll cost me about £25-30 in petrol - to get a train it’s about £70/80 a…	2020-03-02 03:26:26
914	evo9857		RT @BBCNews: Hundreds call for organisers of Greta Thunberg climate change rally to pay for damage caused to green space https://t.co/0mAlY…	2020-03-02 03:26:19
915	LisaGetsPolitik	United States	"RT @lizmoblubuckeye: Australian summers are now twice as long as its winters 

Climate change has increased temperatures since the middle o…"	2020-03-02 03:26:18
916	thirdeyeash	Eugene, OR	"RT @BernieSanders: Our message to young people:

If you can't afford to go to college or are deeply in debt, join us.

If you're worried ab…"	2020-03-02 03:26:17
917	tiffanyhelenaa	Atlanta, NY	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:13
918	worldlibraries	Istanbul, Turkey	"RT @PaulEDawson: To those who say it's not possible...

“In the 1960s and 70s, Costa Rica had the highest per capita deforestation rate in…"	2020-03-02 03:26:13
919	scrdn	United States	"@JayInslee @VP Oh you believe in ""climate change""..Everyone pay attention to this imbecile."	2020-03-02 03:26:12
920	pennycooper294	White Oak, PA	RT @BBCNews: Hundreds call for organisers of Greta Thunberg climate change rally to pay for damage caused to green space https://t.co/0mAlY…	2020-03-02 03:26:12
921	Mike95A		RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:11
922	qweensusie	Marshalltown, IA	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:09
923	WWFMekong	Bangkok, Thailand	RT @marcgoichot: In-depth piece from @sepehr_eslami explaining combined effects of #dams, #SandMining &amp; Climate Change on salt intrusions i…	2020-03-02 03:26:08
924	SwearToMaad	Snapchat: ahmadchehabb 	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:08
925	evetaurorav	San Jose, CA	RT @MEENAVOGUEE: What an incredible set at Balenciaga Fall 2020– representing climate change that’s happening around the world. #PFW https:…	2020-03-02 03:26:08
